City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
525,Wajir,KE,2021-11-01 04:43:29,1.7471,40.0573,79.47,63,38,16.8,scattered clouds
526,Inverness,GB,2021-11-01 04:39:09,57.4791,-4.224,48.11,94,90,1.99,overcast clouds
527,Salinas,US,2021-11-01 04:40:17,36.6777,-121.6555,59.7,76,1,5.75,clear sky
528,Basco,PH,2021-11-01 04:43:31,20.4487,121.9702,80.69,69,38,17.85,scattered clouds
529,Payo,ID,2021-11-01 04:43:31,-3.7508,103.6372,85.3,73,98,2.89,overcast clouds
530,Perth,AU,2021-11-01 04:39:04,-31.9333,115.8333,66.2,49,40,21.85,scattered clouds
531,Bulgan,MN,2021-11-01 04:43:32,48.8125,103.5347,40.87,37,94,4.07,overcast clouds
532,Clyde River,CA,2021-11-01 04:43:33,70.4692,-68.5914,20.41,91,100,5.28,overcast clouds
533,Popondetta,PG,2021-11-01 04:43:33,-8.7537,148.2534,90.36,46,88,7.34,overcast clouds
534,Winslow,US,2021-11-01 04:43:33,35.0242,-110.6974,54.97,45,1,10.36,clear sky
535,Narsaq,GL,2021-11-01 04:43:34,60.9167,-46.05,25.02,64,30,7.58,scattered clouds
536,Phan Thiet,VN,2021-11-01 04:40:14,10.9333,108.1,86.11,68,60,10.31,broken clouds
537,Palmas,BR,2021-11-01 04:43:35,-10.2128,-48.3603,75.07,88,75,0.0,broken clouds
538,Mumford,GH,2021-11-01 04:43:35,5.2618,-0.759,78.12,87,80,12.8,broken clouds
539,Woodward,US,2021-11-01 04:43:36,36.4337,-99.3904,45.97,65,1,4.61,clear sky
540,Karratha,AU,2021-11-01 04:42:25,-20.7377,116.8463,80.46,49,4,16.33,clear sky
541,Santa Catarina Pinula,GT,2021-11-01 04:43:36,14.5689,-90.4953,61.92,87,0,1.01,clear sky
542,Zhezkazgan,KZ,2021-11-01 04:43:37,47.8043,67.7144,45.55,64,100,17.34,overcast clouds
543,Sakakah,SA,2021-11-01 04:43:37,29.9697,40.2064,69.37,34,100,10.74,overcast clouds
544,Eidfjord,NO,2021-11-01 04:43:38,60.4675,7.0719,50.59,100,100,4.68,overcast clouds
545,Mokhsogollokh,RU,2021-11-01 04:43:39,61.4681,128.9203,23.18,79,100,4.07,overcast clouds
546,Iquique,CL,2021-11-01 04:43:39,-20.2208,-70.1431,60.84,71,3,0.18,clear sky
547,Saint-Raymond,CA,2021-11-01 04:43:40,45.467,-73.6095,52.25,86,75,4.61,broken clouds
548,Ondjiva,AO,2021-11-01 04:43:40,-17.0667,15.7333,66.51,19,40,5.35,scattered clouds
549,Victor Harbor,AU,2021-11-01 04:43:41,-35.5667,138.6167,85.19,59,0,1.99,clear sky
550,Cabo San Lucas,MX,2021-11-01 04:42:21,22.8909,-109.9124,79.9,80,11,4.0,few clouds
551,Batticaloa,LK,2021-11-01 04:43:42,7.7102,81.6924,85.19,72,63,9.1,broken clouds
552,Port Shepstone,ZA,2021-11-01 04:43:42,-30.7414,30.455,68.31,80,4,13.31,clear sky
553,Thinadhoo,MV,2021-11-01 04:43:43,0.5333,72.9333,82.99,75,81,19.01,broken clouds
554,Waingapu,ID,2021-11-01 04:43:43,-9.6567,120.2641,87.76,61,79,9.17,broken clouds
555,Mbekenyera,TZ,2021-11-01 04:43:44,-10.0,38.9833,77.49,71,92,7.94,overcast clouds
556,Nara,JP,2021-11-01 04:43:45,34.6851,135.8049,74.91,49,99,3.04,overcast clouds
557,Virginia Beach,US,2021-11-01 04:43:45,36.8529,-75.978,62.62,77,1,8.05,clear sky
558,Williams Lake,CA,2021-11-01 04:43:45,52.1415,-122.1445,31.57,85,1,1.01,clear sky
559,San Jose,US,2021-11-01 04:43:12,37.3394,-121.895,60.28,70,94,1.01,overcast clouds
560,Nome,US,2021-11-01 04:42:08,64.5011,-165.4064,14.07,79,1,0.0,clear sky
561,Marzuq,YE,2021-11-01 04:43:47,14.4,46.4667,69.6,45,15,6.46,few clouds
562,Copiapo,CL,2021-11-01 04:43:47,-27.3667,-70.3333,53.29,65,0,2.57,clear sky
563,Tripoli,LY,2021-11-01 04:42:21,32.8752,13.1875,71.96,47,15,14.14,few clouds
564,Horasan,TR,2021-11-01 04:43:48,40.0458,42.1728,47.21,82,81,0.76,broken clouds
565,Rubiataba,BR,2021-11-01 04:43:49,-15.1644,-49.8033,67.87,93,38,3.27,light rain
566,Port Macquarie,AU,2021-11-01 04:43:49,-31.4333,152.9167,73.36,53,99,12.95,overcast clouds
567,Orlik,RU,2021-11-01 04:39:40,52.5178,99.825,33.75,50,100,7.72,overcast clouds
568,Asau,RO,2021-11-01 04:43:50,46.4333,26.4,38.32,93,1,4.5,clear sky
569,Qasigiannguit,GL,2021-11-01 04:39:20,68.8193,-51.1922,34.05,90,100,7.36,overcast clouds
570,Tevaitoa,PF,2021-11-01 04:43:51,-16.7833,-151.5,79.12,72,86,16.75,overcast clouds
571,Anshun,CN,2021-11-01 04:43:51,26.25,105.9333,53.74,89,96,4.85,overcast clouds
572,Eufaula,US,2021-11-01 04:43:52,31.8913,-85.1455,54.03,98,0,4.61,clear sky
573,Sikonge,TZ,2021-11-01 04:43:53,-5.6333,32.7667,73.2,64,98,4.27,overcast clouds
574,Ambositra,MG,2021-11-01 04:43:53,-20.5167,47.25,70.52,64,1,2.84,clear sky
575,Lodja,CD,2021-11-01 04:43:54,-3.4833,23.4333,69.03,89,100,1.81,overcast clouds
576,Hovd,MN,2021-11-01 04:43:54,48.0056,91.6419,39.87,16,15,15.05,few clouds
577,Illescas,ES,2021-11-01 04:43:55,40.1221,-3.847,59.88,85,100,9.4,overcast clouds
578,Tanete,ID,2021-11-01 04:43:55,-3.9443,119.7848,90.16,60,52,4.5,broken clouds
579,La Ligua,CL,2021-11-01 04:43:56,-32.4524,-71.2311,51.58,92,71,1.97,broken clouds
580,Boyuibe,BO,2021-11-01 04:43:56,-20.4167,-63.2833,69.57,86,77,2.64,broken clouds
581,Mkushi,ZM,2021-11-01 04:43:57,-13.6202,29.3939,77.13,36,75,4.47,broken clouds
582,Antalaha,MG,2021-11-01 04:41:35,-14.9003,50.2788,80.15,68,1,2.19,clear sky
583,Sindor,RU,2021-11-01 04:43:57,62.8629,51.8905,21.69,93,99,6.04,overcast clouds
584,Karpathos,GR,2021-11-01 04:43:58,35.507,27.2132,62.56,88,100,10.36,overcast clouds
585,Kuznechikha,RU,2021-11-01 04:43:59,57.2161,42.3348,36.75,93,16,7.81,few clouds
586,Hun,LY,2021-11-01 04:43:59,29.1268,15.9477,67.23,31,6,5.73,clear sky
587,Shingu,JP,2021-11-01 04:44:00,33.7333,135.9833,74.39,68,64,5.32,broken clouds
588,Noumea,NC,2021-11-01 04:43:44,-22.2763,166.4572,77.0,99,87,16.67,overcast clouds
589,Rapina,EE,2021-11-01 04:44:01,58.0981,27.4636,48.49,90,99,5.95,overcast clouds
590,Rio Grande,BR,2021-11-01 04:44:02,-32.035,-52.0986,69.94,89,26,14.23,scattered clouds
591,Samarai,PG,2021-11-01 04:44:02,-10.6167,150.6667,83.64,78,100,15.03,overcast clouds
592,Ilebo,CD,2021-11-01 04:44:03,-4.3167,20.5833,68.63,99,100,0.18,light rain
593,Jermuk,AM,2021-11-01 04:44:04,39.8417,45.6723,42.71,90,99,1.74,overcast clouds
594,Nanpiao,CN,2021-11-01 04:44:04,41.0982,120.7479,50.14,31,3,7.11,clear sky
595,Lagunas,PE,2021-11-01 04:44:04,-5.2269,-75.6753,75.83,84,20,1.1,few clouds
596,Panji,ID,2021-11-01 04:44:05,-7.7253,114.0995,86.83,63,100,6.33,overcast clouds
597,Kousseri,CM,2021-11-01 04:44:05,12.0769,15.0306,75.16,33,100,8.05,dust
598,Tura,IN,2021-11-01 04:44:06,25.5198,90.2201,76.93,48,0,0.16,clear sky
599,Southbridge,US,2021-11-01 04:44:06,42.0751,-72.0334,54.72,84,65,1.99,broken clouds
600,Ilulissat,GL,2021-11-01 04:39:18,69.2167,-51.1,33.82,80,75,12.66,light rain
601,Mount Isa,AU,2021-11-01 04:44:07,-20.7333,139.5,94.77,31,39,9.22,scattered clouds
602,Porto Velho,BR,2021-11-01 04:44:08,-8.7619,-63.9039,77.05,88,20,2.3,heavy intensity rain
603,White Rock,CA,2021-11-01 04:40:58,49.0164,-122.8026,48.2,78,0,1.14,clear sky
604,Porto Novo,BJ,2021-11-01 04:43:12,6.4965,2.6036,76.82,87,97,7.27,overcast clouds
605,Emerald,AU,2021-11-01 04:44:09,-23.5333,148.1667,84.34,45,90,13.8,overcast clouds
606,Lucapa,AO,2021-11-01 04:44:09,-8.4192,20.7447,66.0,96,100,2.15,overcast clouds
607,La Reforma,MX,2021-11-01 04:44:10,25.0833,-108.05,78.15,78,58,3.96,broken clouds
608,Savannah Bight,HN,2021-11-01 04:44:10,16.45,-85.85,79.0,60,75,9.66,broken clouds
609,Lata,PT,2021-11-01 04:44:11,40.1629,-8.3327,59.92,96,100,4.99,overcast clouds
610,Banepa,NP,2021-11-01 04:44:11,27.6298,85.5214,64.72,63,40,3.44,scattered clouds
611,Moundou,TD,2021-11-01 04:44:12,8.5667,16.0833,73.92,68,89,3.69,overcast clouds
612,Tatarsk,RU,2021-11-01 04:44:12,55.219,75.9828,27.52,90,100,12.19,overcast clouds
613,Road Town,VG,2021-11-01 04:41:23,18.4167,-64.6167,79.0,68,6,11.7,clear sky
614,Dezful,IR,2021-11-01 04:44:13,32.3811,48.4058,83.37,21,100,0.94,overcast clouds
615,Itarema,BR,2021-11-01 04:41:45,-2.9248,-39.9167,80.33,76,57,13.44,broken clouds
616,Mingshui,CN,2021-11-01 04:44:14,36.7167,117.5,63.59,44,0,7.18,clear sky
617,Roura,GF,2021-11-01 04:44:15,4.7263,-52.3274,81.97,94,75,0.0,broken clouds
618,Rocky Mount,US,2021-11-01 04:40:44,35.9382,-77.7905,51.87,87,1,0.0,clear sky
619,Paita,PE,2021-11-01 04:44:15,-5.0892,-81.1144,64.87,80,16,8.59,few clouds
620,Nakamura,JP,2021-11-01 04:44:16,32.9833,132.9333,71.46,60,77,2.75,broken clouds
621,Osmena,PH,2021-11-01 04:44:16,10.5208,119.9258,83.88,72,88,17.52,overcast clouds
622,Pontianak,ID,2021-11-01 04:44:17,-0.0333,109.3333,85.98,79,75,0.0,broken clouds
623,Ambunti,PG,2021-11-01 04:44:17,-4.2365,142.8448,78.94,96,100,3.4,heavy intensity rain
624,Naliya,IN,2021-11-01 04:44:18,23.2667,68.8333,85.42,33,0,7.65,clear sky
625,Oussouye,SN,2021-11-01 04:44:18,12.485,-16.5469,77.47,84,43,4.99,scattered clouds
626,Voskresenskoye,RU,2021-11-01 04:44:19,56.8381,45.4317,37.4,93,27,7.27,scattered clouds
627,Kapuskasing,CA,2021-11-01 04:44:19,49.4169,-82.4331,35.6,93,90,12.66,overcast clouds
628,Xinzhou,CN,2021-11-01 04:44:20,38.4092,112.7333,52.77,37,0,0.47,clear sky
629,Canton,CN,2021-11-01 04:44:20,23.1167,113.25,82.99,58,85,5.41,overcast clouds
630,Guaimaca,HN,2021-11-01 04:44:21,14.5333,-86.8167,71.2,93,77,0.83,broken clouds
631,Novoagansk,RU,2021-11-01 04:44:21,61.9449,76.6625,4.68,88,17,7.02,few clouds
632,Indaiatuba,BR,2021-11-01 04:44:22,-23.0903,-47.2181,68.18,82,100,8.05,overcast clouds
633,Chara,RU,2021-11-01 04:44:22,56.9064,118.2631,27.84,59,16,1.28,few clouds
634,Amzya,RU,2021-11-01 04:44:23,56.2354,54.3868,40.3,91,100,7.4,overcast clouds
635,Toowoomba,AU,2021-11-01 04:44:23,-27.55,151.9667,68.74,36,72,12.21,broken clouds
636,Sitka,US,2021-11-01 04:44:24,57.0531,-135.33,48.09,43,40,8.05,scattered clouds
637,Iquitos,PE,2021-11-01 04:44:24,-3.7481,-73.2472,73.44,94,90,4.61,light rain
638,Kanker,IN,2021-11-01 04:44:25,20.2719,81.4931,79.11,57,58,4.25,broken clouds
639,Jasper,US,2021-11-01 04:44:25,37.2001,-94.3502,45.88,67,1,4.61,clear sky
640,Ko Samui,TH,2021-11-01 04:44:26,9.5357,99.9357,80.51,89,40,5.75,light rain
641,Mazagao,BR,2021-11-01 04:42:48,-0.115,-51.2894,82.45,96,79,4.12,broken clouds
642,Arys,KZ,2021-11-01 04:44:26,42.4252,68.795,50.22,46,9,3.24,clear sky
643,Buchanan,LR,2021-11-01 04:44:27,5.8808,-10.0467,76.33,86,92,4.68,overcast clouds
644,Vaitape,PF,2021-11-01 04:44:27,-16.5167,-151.75,79.23,73,75,16.08,broken clouds
645,Okitipupa,NG,2021-11-01 04:44:28,6.5047,4.7839,75.02,95,76,0.92,light rain
646,Caucaia,BR,2021-11-01 04:44:28,-3.7361,-38.6531,84.07,77,40,12.66,scattered clouds
647,Wellingborough,GB,2021-11-01 04:44:29,52.3027,-0.6945,49.55,80,74,19.8,broken clouds
648,Martapura,ID,2021-11-01 04:44:29,-3.4167,114.85,87.89,66,40,4.61,scattered clouds
649,High Prairie,CA,2021-11-01 04:44:30,55.4334,-116.4858,24.1,55,10,5.48,clear sky
650,Yenagoa,NG,2021-11-01 04:44:30,4.9247,6.2642,74.71,94,100,1.59,light rain
651,Belmonte,BR,2021-11-01 04:44:31,-15.8631,-38.8828,77.5,87,58,6.71,broken clouds
652,Litovko,RU,2021-11-01 04:44:31,49.2361,135.1742,41.07,35,2,3.38,clear sky
653,Suihua,CN,2021-11-01 04:44:32,46.6406,126.9969,43.68,26,3,2.01,clear sky
654,Zaozhuang,CN,2021-11-01 04:44:32,34.8647,117.5542,62.31,50,84,7.9,broken clouds
655,Dedovichi,RU,2021-11-01 04:44:33,57.5517,29.9502,40.62,89,61,5.75,broken clouds
656,Mogzon,RU,2021-11-01 04:44:34,51.7435,111.9606,41.13,39,100,3.33,overcast clouds
657,Saint-Joseph,RE,2021-11-01 04:44:34,-21.3667,55.6167,78.48,75,35,7.0,scattered clouds
658,Puerto Escondido,MX,2021-11-01 04:44:35,15.85,-97.0667,77.34,85,72,5.68,broken clouds
659,Trinidad,BO,2021-11-01 04:44:35,-14.8333,-64.9,83.73,48,74,5.23,broken clouds
660,Teya,RU,2021-11-01 04:44:36,60.3778,92.6267,20.59,81,98,10.04,overcast clouds
661,Bam,IR,2021-11-01 04:44:36,29.106,58.357,71.62,26,0,13.2,clear sky
662,Bilibino,RU,2021-11-01 04:43:23,68.0546,166.4372,-24.77,100,99,2.28,overcast clouds
663,Chemodanovka,RU,2021-11-01 04:44:37,53.2316,45.2474,39.27,82,6,4.43,clear sky
664,Walvis Bay,NA,2021-11-01 04:44:38,-22.9575,14.5053,59.09,88,0,8.05,clear sky
665,Rawson,AR,2021-11-01 04:44:38,-43.3002,-65.1023,47.61,78,67,13.47,broken clouds
666,Rorvik,NO,2021-11-01 04:44:15,64.8621,11.2373,47.73,71,99,25.48,overcast clouds
667,Youghal,IE,2021-11-01 04:44:39,51.95,-7.8506,46.58,98,17,14.9,few clouds
668,Porto-Vecchio,FR,2021-11-01 04:44:39,41.591,9.2795,62.26,100,90,6.91,overcast clouds
669,Caravelas,BR,2021-11-01 04:44:40,-17.7125,-39.2481,74.34,84,43,7.94,scattered clouds
670,Vityazevo,RU,2021-11-01 04:44:40,44.9931,37.2719,46.81,93,0,4.47,clear sky
671,Togur,RU,2021-11-01 04:44:41,58.3631,82.8265,17.04,68,100,8.5,overcast clouds
672,Prince Albert,CA,2021-11-01 04:42:10,53.2001,-105.7677,24.75,80,75,4.61,broken clouds
673,Dwarka,IN,2021-11-01 04:44:41,22.2394,68.9678,83.1,41,1,2.42,clear sky
674,Onguday,RU,2021-11-01 04:44:42,50.75,86.15,33.82,45,100,3.91,overcast clouds
675,Okhtyrka,UA,2021-11-01 04:44:42,50.3104,34.8988,38.19,88,0,7.34,clear sky
676,Lagoa,PT,2021-11-01 04:44:43,39.05,-27.9833,68.36,91,100,9.71,overcast clouds
677,Kroonstad,ZA,2021-11-01 04:44:43,-27.6504,27.2349,63.99,38,5,4.83,clear sky
678,Opuwo,NA,2021-11-01 04:44:44,-18.0607,13.84,65.03,22,1,2.62,clear sky
679,Muros,ES,2021-11-01 04:44:44,42.7762,-9.0603,56.23,96,33,8.19,scattered clouds
680,Soyo,AO,2021-11-01 04:44:45,-6.1349,12.3689,77.02,82,100,10.89,overcast clouds
681,Alofi,NU,2021-11-01 04:44:45,-19.0595,-169.9187,78.69,65,75,14.97,broken clouds
682,Springfield,US,2021-11-01 04:41:55,37.2153,-93.2982,46.42,84,1,1.01,clear sky
683,Tres Arroyos,AR,2021-11-01 04:40:08,-38.3739,-60.2798,50.5,81,100,3.78,overcast clouds
684,Riyadh,SA,2021-11-01 04:41:49,24.6877,46.7219,66.34,23,0,3.69,clear sky
685,Povenets,RU,2021-11-01 04:44:46,62.8487,34.8262,42.8,97,100,7.49,overcast clouds
686,Campbell River,CA,2021-11-01 04:44:47,50.0163,-125.2446,36.93,100,1,2.3,clear sky
687,Minab,IR,2021-11-01 04:44:47,27.1467,57.0801,81.9,19,0,3.89,clear sky
688,Victoria Point,AU,2021-11-01 04:44:48,-27.5833,153.3,76.48,55,85,4.0,overcast clouds
689,Slantsy,RU,2021-11-01 04:44:48,59.1182,28.0914,42.01,95,59,4.41,broken clouds
690,Wanning,CN,2021-11-01 04:44:49,18.8003,110.3967,78.89,87,48,9.06,scattered clouds
